Name,Description
Generic asset for SAP ES Advisory Council information resources,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""1267"">
	<tbody>
		<tr height=""63"">
			<td height=""63"" width=""300"">Deliverable Name</td>
			<td width=""74"">EP-ID</td>
			<td width=""149"">Internal Category</td>
			<td width=""353"">Description</td>
			<td width=""75"">Possible Customer Value</td>
			<td width=""316"">Links</td>
		</tr>
		<tr height=""114"">
			<td height=""114"" width=""300"">SAP Enterprise Support Advisory Council - SAP Intelligent Technologies &amp; Digital Platform</td>
			<td>ZSAC1040</td>
			<td width=""149"">General ES Information &ndash; ESAC Program promotion</td>
			<td width=""353"">The program is focused on the development and improvement of SAP Enterprise Support. By joining, customers get access to an exclusive circle enabling you to become an early adopter of the latest support innovations and to profit from a bigger investment from SAP&#39;s side (such as hands-on expert advice).</td>
			<td width=""75"">**</td>
			<td width=""316""><a href=""https://support.sap.com/en/offerings-programs/enterprise-support/enterprise-support-advisory-council.html#section_251126631"">SAP Enterprise Support Advisory Council - SAP Intelligent Technologies &amp; Digital Platform&nbsp;</a></td>
		</tr>
		<tr height=""171"">
			<td height=""171"" width=""300"">SAP Enterprise Support Advisory Council - Business Technology Platform</td>
			<td>ZSAC1040</td>
			<td width=""149"">General ES Information &ndash; ESAC Program promotion</td>
			<td width=""353"">The following workstreams are relevant:<br />
			Extend SAP Solutions with SAP Cloud Platform<br />
			Scope: once the customer is live with either SAP S/4HANA Cloud or SAP S/4HANA on-premise<br />
			Customers can consume the below workstreams to build a functional prototype able to be moved into production:<br />
			Conversational AI<br />
			Intelligent RPA<br />
			AI Business Services</td>
			<td width=""75"">***</td>
			<td width=""316""><a href=""https://support.sap.com/en/offerings-programs/enterprise-support/enterprise-support-advisory-council.html"">SAP Enterprise Support Advisory Council - Business Technology Platform</a></td>
		</tr>
		<tr height=""247"">
			<td height=""247"" width=""300"">SAP Enterprise Support Advisory Council (ESAC) 2020</td>
			<td>ZSAC1040</td>
			<td width=""149"">General ES Information &ndash; ESAC Program promotion</td>
			<td width=""353"">ESAC topics for 2020 have now been announced. Please identify and position the workstreams that are relevant to your customers. Customers can consume the below workstreams only as a first Proof-of-Concept (PoC):<br />
			S/4HANA extension<br />
			Predictive Maintenance (PdMS)<br />
			Edge Services<br />
			<br />
			Customers can consume the below workstreams to build a functional prototype able to be moved into production:<br />
			Conversational AI<br />
			Intelligent RPA<br />
			AI Business Services</td>
			<td width=""75"">***</td>
			<td><a href=""https://support.sap.com/en/offerings-programs/enterprise-support/enterprise-support-advisory-council.html#section_1228558049"">ESAC on SAP Support Portal</a></td>
		</tr>
		<tr height=""57"">
			<td height=""57"" width=""300"">Download the SAP Enterprise Support Advisory Council (ESAC) overview presentation</td>
			<td>ZSAC1040</td>
			<td width=""149"">General ES Information &ndash; ESAC Program promotion</td>
			<td width=""353"">The link to download the overview of the SAP Enterprise Support Advisory Council (ESAC).</td>
			<td width=""75"">***</td>
			<td width=""316""><a href=""https://d.dam.sap.com/a/9t1xYH9"">Link to download the overview of the SAP Enterprise Support Advisory Council (ESAC)</a></td>
		</tr>
		<tr height=""57"">
			<td height=""57"" width=""300"">Get to know the ESAC 2020 workstreams with short videos for each</td>
			<td>ZSAC1040</td>
			<td width=""149"">General ES Information &ndash; ESAC Program promotion</td>
			<td width=""353"">Each 2020 ESAC topic/workstream has a short video on the ESAC youtube channel.</td>
			<td width=""75"">***</td>
			<td><a href=""https://www.youtube.com/playlist?list=PLFrwZZeBUtfgtbT6lxMqoQFcw2NeIoubi"">Link to the ESAC youtube channel</a></td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP Enterprise Support information resources,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""1120"">
	<tbody>
		<tr height=""68"">
			<td height=""68"" width=""383"">Deliverable Name</td>
			<td width=""71"">EP-ID</td>
			<td width=""149"">Internal Category</td>
			<td width=""292"">Description</td>
			<td width=""84"">Possible Customer Value</td>
			<td width=""141"">Links</td>
		</tr>
		<tr height=""57"">
			<td height=""57"">Enterprise Support Offerings Overview on SAP Support Portal</td>
			<td>ZSAC1040</td>
			<td dir=""LTR"">General ES Information</td>
			<td width=""292"">Find everything you need to know about SAP Enterprise Support portfolio &amp; scope description.</td>
			<td>**</td>
			<td><a href=""https://support.sap.com/en/offerings-programs/enterprise-support.html"">Support Portal page</a></td>
		</tr>
		<tr height=""57"">
			<td height=""57"" width=""383"">Enterprise Support Services Overview:&nbsp; Continuous Quality Check &amp; Improvement Services&nbsp;</td>
			<td>ZSAC1040</td>
			<td dir=""LTR"">General ES Information</td>
			<td width=""292"">Find everything you need to know about SAP Enterprise Support Continuous Quality Checks &amp; Improvement Services.&nbsp;</td>
			<td>***</td>
			<td><a href=""https://support.sap.com/en/offerings-programs/enterprise-support/enterprise-support-academy/continuous-quality-check-improvement-services.html"">Support Portal page</a></td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP Marketing Cloud LoB Go Live Support assets,"<p>Ensure the Go Live readiness and safeguard the implementation of the Cloud Solution</p>

<p>Suggested Assets for the ESCE Success Plan for Go Live:</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""1068"">
	<tbody>
		<tr height=""49"">
			<td height=""49"" width=""140"">
			<p>Deliverable Name (Touchpoint)</p>
			</td>
			<td width=""118"">
			<p>Internal Category</p>
			</td>
			<td width=""364"">
			<p>Description</p>
			</td>
			<td width=""80"">
			<p>Possible Customer Value</p>
			</td>
			<td width=""365"">
			<p>Links</p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""140"">
			<p>Overview of SAP C/4HANA Integration and Extension Options</p>
			</td>
			<td width=""118"">
			<p>Guide</p>
			</td>
			<td width=""364"">
			<p>Guide about the Integration and extension approaches</p>
			</td>
			<td width=""80"">
			<p>**</p>
			</td>
			<td width=""365"">
			<p><u><a href=""https://www.sap.com/cxworks/article/435953782/Overview_of_SAP_C4HANA_Integration_and_Extension_Options"">Overview of SAP C/4HANA Integration and Extension Options</a></u></p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""140"">
			<p>Integrating SAP Marketing Cloud and SAP Commerce Cloud</p>
			</td>
			<td width=""118"">
			<p>Guide</p>
			</td>
			<td width=""364"">
			<p>The guide focuses on outlining the integration options, along with their pros and cons, to help customers to decide which option is best for you.</p>
			</td>
			<td width=""80"">
			<p>**</p>
			</td>
			<td width=""365"">
			<p><u><a href=""https://www.sap.com/cxworks/article/443849416/Integrating_SAP_Marketing_Cloud_and_SAP_Commerce_Cloud"">Integrating SAP Marketing Cloud and SAP Commerce Cloud</a></u></p>
			</td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP Marketing Go Live Support assets,"<p>Ensure the Go Live readiness and safeguard the implementation of the Cloud Solution.</p>

<p>Suggested Assets for the ESCE Success Plan for Go Live:</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""1066"">
	<tbody>
		<tr height=""51"">
			<td height=""51"" width=""141"">
			<p>Deliverable Name (Touchpoint)</p>
			</td>
			<td width=""150"">
			<p>Internal Category</p>
			</td>
			<td width=""421"">
			<p>Description</p>
			</td>
			<td width=""82"">
			<p>Possible Customer Value</p>
			</td>
			<td width=""273"">
			<p>Links</p>
			</td>
		</tr>
		<tr height=""39"">
			<td height=""39"" width=""141"">
			<p>SAP Marketing Cloud Project Framework</p>
			</td>
			<td width=""150"">
			<p>Best Practices/Framework</p>
			</td>
			<td width=""421"">
			<p>The framework supports&nbsp; digital marketing projects, helping to achieve high time-to-value, value realization, and agility standards..</p>
			</td>
			<td width=""82"">
			<p>***</p>
			</td>
			<td width=""273"">
			<p><u><a href=""https://www.sap.com/cxworks/article/435955309/Project_Delivery_Framework_for_SAP_Marketing_Cloud"">SAP Marketing Cloud Project Framework</a></u></p>
			</td>
		</tr>
		<tr height=""51"">
			<td height=""51"" width=""141"">
			<p>SAP Best Practices for SAP Marketing Cloud</p>

			<p>&nbsp;</p>
			</td>
			<td width=""150"">
			<p>Best Practices</p>
			</td>
			<td width=""421"">
			<p>SAP Best Practices provide a clear definition and description of how the data sources are leveraged, as well as preconfigured data load content and easy to use guides for the required manual steps.</p>
			</td>
			<td width=""82"">
			<p>***</p>
			</td>
			<td width=""273"">
			<p><u><a href=""https://rapid.sap.com/bp/"">SAP Best Practices for SAP Marketing Cloud</a></u></p>

			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP Marketing Release Information & Strategy,"<p>Get information about the Cloud Product Roadmap, Product Release Cycle and Strategy.<br />
Get empowered to create the release and test strategy.</p>

<p>Default ETPs/Deliverables</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""965"">
	<tbody>
		<tr height=""56"">
			<td height=""56"" width=""119"">
			<p>Deliverable Name (Touchpoint)</p>
			</td>
			<td width=""99"">
			<p>Internal Category</p>
			</td>
			<td width=""266"">
			<p>Description</p>
			</td>
			<td width=""83"">
			<p>Possible Customer Value</p>
			</td>
			<td width=""399"">
			<p>Links</p>
			</td>
		</tr>
		<tr height=""56"">
			<td height=""56"" width=""119"">
			<p>SAP Marketing Cloud Roadmap</p>
			</td>
			<td width=""99"">
			<p>SAP portal</p>
			</td>
			<td width=""266"">
			<p>Information about the upcoming release</p>
			</td>
			<td width=""83"">
			<p>***</p>
			</td>
			<td width=""399"">
			<p>&nbsp;<u><a href=""https://www.sap.com/products/roadmaps.html"">SAP Marketing Cloud</a></u> Roadmap</p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""119"">
			<p>Release Webinars</p>
			</td>
			<td width=""99"">
			<p>SAP CX Wiki</p>
			</td>
			<td width=""266"">
			<p>Information about release Webinars</p>
			</td>
			<td width=""83"">
			<p>***</p>
			</td>
			<td width=""399"">
			<p><a href=""https://wiki.hybris.com/plugins/servlet/samlsso?redirectTo=/pages/viewpage.action?spaceKey%3Dcustwebinvideo%26title%3DWebinars%2B-%2BRegistration%2Band%2BRecordings"">Release Webinars Registration (SAP Customer Experience Wiki)</a></p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""119"">
			<p>SAP Marketing Cloud release Center</p>

			<p>&nbsp;</p>
			</td>
			<td width=""99"">
			<p>SAP CX Wiki</p>
			</td>
			<td width=""266"">
			<p>Release Information</p>
			</td>
			<td width=""83"">
			<p>***</p>
			</td>
			<td width=""399"">
			<p><u><a href=""https://wiki.hybris.com/display/marketing/SAP+Marketing+Cloud"">SAP Marketing Release Center (SAP Customer Experience Wiki)</a></u></p>

			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP S/4HANA Cloud Release Information & Strategy,"<p>Get information about the Cloud Product Roadmap, Product Release Cycle and Strategy.<br />
Get empowered to create their release and test strategy.</p>

<p>Default ETPs/Deliverables</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""933"">
	<tbody>
		<tr height=""56"">
			<td height=""56"" width=""147"">
			<p>Deliverable Name (Touchpoint)</p>
			</td>
			<td width=""94"">
			<p>Internal Category</p>
			</td>
			<td width=""287"">
			<p>Description</p>
			</td>
			<td width=""83"">
			<p>Possible Customer Value</p>
			</td>
			<td width=""321"">
			<p>Links</p>
			</td>
		</tr>
		<tr height=""31"">
			<td height=""31"" width=""147"">
			<p>Cloud Release landing page</p>
			</td>
			<td width=""94"">
			<p>SAP Portal</p>
			</td>
			<td width=""287"">
			<p>SAP S/4HANA Cloud Release Highlights</p>
			</td>
			<td width=""83"">
			<p>***</p>
			</td>
			<td width=""321"">
			<p><u><a href=""https://www.sap.com/products/s4hana-erp-cloud/features.html"">Cloud Release landing page</a></u></p>
			</td>
		</tr>
		<tr height=""35"">
			<td height=""35"" width=""147"">
			<p>Upgrade Schedule</p>
			</td>
			<td width=""94"">
			<p>SAP Portal</p>

			<p>&nbsp;</p>
			</td>
			<td width=""287"">
			<p>Release Upgrade Schedule</p>
			</td>
			<td width=""83"">
			<p>**</p>
			</td>
			<td width=""321"">
			<p><u><a href=""https://www.sap.com/documents/2017/01/867629d8-a27c-0010-82c7-eda71af511fa.html"">Upgrade Schedule</a></u></p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""147"">
			<p>SAP Activate Prepare for Quarterly Update</p>
			</td>
			<td width=""94"">
			<p>SAP Portal</p>
			</td>
			<td width=""287"">
			<p>Prepare for the quarterly software upgrade.</p>
			</td>
			<td width=""83"">
			<p>***</p>
			</td>
			<td width=""321"">
			<p><u><a href=""https://roadmapviewer-supportportal.dispatcher.hana.ondemand.com/"">SAP Activate Prepare for Quarterly Update</a></u><u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </u>Note:&nbsp; the link works best on IE</p>
			</td>
		</tr>
		<tr>
			<td height=""49"" width=""147"">
			<p>SAP S/4HANA Cloud Roadmap</p>
			</td>
			<td width=""94"">SAP Portal</td>
			<td width=""287"">
			<p>Information about the upcoming release</p>
			</td>
			<td width=""83"">
			<p>***</p>
			</td>
			<td width=""321"">
			<p><u><a href=""https://www.sap.com/products/roadmaps.html?tag=products:enterprise-management/sap-s-4hana-cloud"">SAP S/4HANA Cloud Roadmap</a></u></p>
			</td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP S/4HANA on SAP Portals and more key resources,
Generic asset for SAP Service & SAP Sales Release Information & Strategy,"<p>Find information about the Cloud Product Roadmap, Product Release Cycle and Strategy.<br />
Get empowered to create the release and test strategy.</p>

<p>Default ETPs/Deliverables</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""1079"">
	<tbody>
		<tr height=""56"">
			<td height=""56"" width=""171"">
			<p>Deliverable Name (Touchpoint)</p>
			</td>
			<td width=""93"">
			<p>Internal Category</p>
			</td>
			<td width=""261"">
			<p>Description</p>
			</td>
			<td width=""93"">
			<p>Possible Customer Value</p>
			</td>
			<td width=""460"">
			<p>Links (internal)</p>
			</td>
		</tr>
		<tr height=""56"">
			<td height=""56"" width=""171"">
			<p>Service &amp; Sales Roadmap</p>
			</td>
			<td width=""93"">
			<p>SAP portal</p>
			</td>
			<td width=""261"">
			<p>Information about the upcoming release</p>
			</td>
			<td width=""93"">
			<p>***</p>
			</td>
			<td width=""460"">
			<p>&nbsp;<u><a href=""https://www.sap.com/products/roadmaps.html"">Service</a></u> &amp; <u><a href=""https://www.sap.com/products/roadmaps.html"">Sales</a></u> Roadmap</p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""171"">
			<p>Release Webinars</p>
			</td>
			<td width=""93"">
			<p>SAP CX Wiki</p>
			</td>
			<td width=""261"">
			<p>Information about release Webinars</p>
			</td>
			<td width=""93"">
			<p>***</p>
			</td>
			<td width=""460"">
			<p><a href=""https://wiki.hybris.com/pages/viewpage.action?spaceKey=custwebinvideo&amp;title=Webinars+-+Registration+and+Recordings"">Release Webinars Registration (SAP Customer Experience Wiki)</a></p>
			</td>
		</tr>
		<tr height=""49"">
			<td height=""49"" width=""171"">
			<p>SAP Cloud for Customer Release Center</p>

			<p>&nbsp;</p>
			</td>
			<td width=""93"">
			<p>SAP CX Wiki</p>
			</td>
			<td width=""261"">
			<p>Release Information</p>
			</td>
			<td width=""93"">
			<p>***</p>
			</td>
			<td width=""460"">
			<p><u><a href=""https://wiki.hybris.com/display/c4crelease/Cloud+for+Customer+Release+Center"">SAP Cloud for Customer Release Center (SAP Customer Experience Wiki)</a></u></p>

			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>"
Generic asset for SAP Solution Manager on SAP Portals and SAP Media Center,
Generic asset for SAP SuccessFactors LoB Go-Live Support assets,"<p>TThis is a summary of links and documents, which help you to ensure the Go Live readiness and safeguard the implementation of the Cloud Solution.</p>

<p>SFSF LoB Best Practice:</p>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""1148"">
	<tbody>
		<tr height=""37"">
			<td height=""37"" width=""140"">
			<p>Go Live Readiness Check</p>
			</td>
			<td width=""457"">
			<p>Pre-Implementation Readiness Checklists per SFSF module</p>
			</td>
			<td width=""95"">
			<p>***</p>
			</td>
			<td width=""246"">
			<p><u><a href=""https://community.successfactors.com/t5/Resources-and-Updates-Blog/Module-Implementation-Readiness-Checklists-brought-to-you-by-SAP/ba-p/207772"">Go Live Readiness Checklist</a></u></p>

			<p>&nbsp;</p>
			</td>
		</tr>
		<tr height=""37"">
			<td height=""37"" width=""140"">
			<p>Leading Practice Guide</p>
			</td>
			<td width=""457"">
			<p>Why it is needed to Incorporate Leading Practices in SAP SuccessFactors Solution Implementation</p>
			</td>
			<td width=""95"">
			<p>***</p>
			</td>
			<td width=""246"">
			<p><u><a href=""https://community.successfactors.com/html/assets/IncorporateLeadingPractices.pdf"">Leading Practices Guide</a></u></p>

			<p><u>&nbsp;</u></p>
			</td>
		</tr>
		<tr height=""79"">
			<td height=""79"" width=""140"">
			<p>Implementation Design Principles</p>
			</td>
			<td width=""457"">
			<p>Implementation Design Principles (IDPs) are documents that complement existing implementation handbooks by addressing real-life implementation challenges as well as frequently asked questions. IDPs will give structured guidance to help customers and partners avoid typical implementation pitfalls for key business scenarios.</p>
			</td>
			<td width=""95"">
			<p>**</p>
			</td>
			<td width=""246"">
			<p><u><a href=""https://community.successfactors.com/t5/Employee-Central-Resources-Blog/Implementation-Design-Principles-EC-design-guidance-for-select/ba-p/221986"">Implementation Design Principles</a></u><u> </u></p>

			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>"
